gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
4046464332				http://creativecommons.org/publicdomain/zero/1.0/	2023-02-27T22:45:23Z		https://www.inaturalist.org/observations/149858284	Maike Reis					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/149858284	149858284		Maike Reis						pupa																		Pupa identificada por terceiros como sendo de uma D. darius.															2022-12-13T14:54:31-03:00	14:54:31-03:00						2022-12-13 14:54:31																BR	Rio de Janeiro				Rua Presidente Raul Veiga, 176												-22.3061081187	-42.5370961055	EPSG:4326	205																																		337283820				Maike Reis		2023-02-27T22:32:50Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
4046270330				http://creativecommons.org/publicdomain/zero/1.0/	2023-03-06T23:09:58Z		https://www.inaturalist.org/observations/149858718	Maike Reis					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/149858718	149858718		Maike Reis						adult																		Exemplar identificado como D. darius por terceiros. Recém saída da crisálida.															2023-01-02T13:45:00-03:00	13:45:00-03:00						2023-01-02 13:45:00																BR	Rio de Janeiro				Rua Presidente Raul Veiga, 176												-22.3061081187	-42.5370961055	EPSG:4326	205																																		337284979				Maike Reis		2023-02-27T22:39:16Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
4034739911				http://creativecommons.org/licenses/by-nc/4.0/	2023-02-12T22:53:31Z		https://www.inaturalist.org/observations/148538045	Ana Carolina Masseran (da Fonte)					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/148538045	148538045		Ana Carolina Masseran (da Fonte)					female	adult																																	2023-02-09T21:58:02-03:00	21:58:02-03:00						2023-02-09 21:58:02																BR	Pernambuco				Aldeia dos Camarás, Camaragibe - PE, 54789, Brazil												-7.9747931806	-34.9919230694	EPSG:4326																																			333248516				Ana Carolina Masseran (da Fonte)		2023-02-11T19:00:23Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
4029228688				http://creativecommons.org/licenses/by-nc/4.0/	2023-02-07T17:24:04Z		https://www.inaturalist.org/observations/148256068	Ana Carolina Masseran (da Fonte)					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/148256068	148256068		Ana Carolina Masseran (da Fonte)																								"Essa borboleta ""Dynastor darius"" vem se abrigando na minha casa por alguns dias, provavelmente fugindo das chuvas. Tentei colocar ela pra fora algumas vezes e ela acabou voltando. Minha casa fica sempre aberta, então ela poderia ter saído ha qualquer momento, como muitas fazem depois que a chuva passa. Ela não está machucada e aparenta poder voar normalmente. Hoje quando cheguei em casa do trabalho, a encontrei pondo ovos! Sendo que ela espalhou por toda minha cozinha. Tem na geladeira, microondas, no teto, na janela, etc."															2023-02-07T12:40:30-03:00	12:40:30-03:00						2023-02-07 12:40:30																BR	Pernambuco				Aldeia dos Camarás, Camaragibe - PE, 54789, Brazil												-7.9748158087	-34.9919972196	EPSG:4326	15																																		332406264				Ana Carolina Masseran (da Fonte)		2023-02-07T15:47:18Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
4029204830				http://creativecommons.org/licenses/by-nc/4.0/	2023-06-02T18:16:32Z		https://www.inaturalist.org/observations/147959613	pedro_reck					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/147959613	147959613		pedro_reck																																							2020-09-11T10:11:00-03:00	10:11:00-03:00						2020/09/11 10:11																BR	Espírito Santo				Eco, Santa Teresa - ES, 29650-000, Brasil												-19.9357341944	-40.5997082778	EPSG:4326																																			331543005				Enrico A. R. Tosto		2023-02-03T17:12:46Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
4029160592				http://creativecommons.org/licenses/by-nc/4.0/	2023-02-04T22:08:53Z		https://www.inaturalist.org/observations/148047336	Ana Carolina Masseran (da Fonte)					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/148047336	148047336		Ana Carolina Masseran (da Fonte)																																							2023-02-04T18:09:08-03:00	18:09:08-03:00						2023-02-04 18:09:08																BR	Pernambuco				Aldeia dos Camarás, Camaragibe - PE, 54789, Brazil												-7.9747673317	-34.9918731675	EPSG:4326	13																																		331798906				Ana Carolina Masseran (da Fonte)		2023-02-04T21:26:50Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
4011490798				http://creativecommons.org/licenses/by-nc/4.0/	2022-12-29T13:53:08Z		https://www.inaturalist.org/observations/145329540	Henry Miller Alexandre					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/145329540	145329540		Henry Miller Alexandre						pupa																		Crisálida que infortunadamente foi removida por terceiros e trazida para o local por curiosidade															2021-10-26T14:15:00-03:00	14:15:00-03:00						2021/10/26 14:15																BR	São Paulo				Área do Projeto Dacnis, Ubatuba 11682-005, São Paulo, Brazil												-23.4627739585	-45.1333106394	EPSG:4326	4																																		323457959				Henry Miller Alexandre		2022-12-29T11:35:13Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3988535861				http://creativecommons.org/licenses/by-nc/4.0/	2022-12-02T10:35:43Z		https://www.inaturalist.org/observations/143467527	Juan Buseghin					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/143467527	143467527		Juan Buseghin																																							2022-09-14T10:41:48-03:00	10:41:48-03:00						2022-09-14 10:41:48																AR	Santa Fe				RN11, Santa Fe, Argentina												-28.7313284362	-59.4521200284	EPSG:4326	8																																		317730413				Aaron Soh		2022-12-02T08:22:49Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3902258193				http://creativecommons.org/licenses/by-nc/4.0/	2022-09-01T01:27:15Z		https://www.inaturalist.org/observations/131891506	sciencetoconserve					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/131891506	131891506		sciencetoconserve						adult																																	2022-08-17T16:43:12-05:00	16:43:12-05:00						2022-08-17 16:43:12																EC	Morona Santiago				San Antonio (Cab en San Antonio Centro), Ecuador												-3.1738719722	-78.29818725	EPSG:4326																																			290833209				Aaron Soh		2022-08-22T15:37:28Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3902033057				http://creativecommons.org/licenses/by-nc/4.0/	2022-08-25T02:42:02Z		https://www.inaturalist.org/observations/109189290	Maria Isabel Weyermanns					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/109189290	109189290		Maria Isabel Weyermanns																								Reserva Aguas do Brilhante, Itajai, Santa Catarina, Brasil - foto de Maria Isabel Weyermanns.															2022-03-21							2022/03/21																BR	Santa Catarina				Reserva Águas do Brilhante,Itajaí,Santa Catarina,Brasil.												-27.049895	-48.807017	EPSG:4326																																			243654577				Maria Isabel Weyermanns		2022-03-22T00:38:17Z				1287780								Dynastor darius ictericus								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							subspecies							
3881573368				http://creativecommons.org/licenses/by-nc/4.0/	2022-08-01T02:00:09Z		https://www.inaturalist.org/observations/101665022	Patricia Mancilla Iglesias					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/101665022	101665022		Patricia Mancilla Iglesias						adult																																	2021-10-27T10:35:00-03:00	10:35:00-03:00						2021/10/27 10:35 AM -0300																AR	Corrientes				Esteros del Iberá, Corrientes, Argentina												-28.0943658	-56.6853968	EPSG:4326	200																																		235943227				Andreas Manz		2022-02-08T06:18:25Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3859240322				http://creativecommons.org/licenses/by-nc/4.0/	2022-07-07T19:06:11Z		https://www.inaturalist.org/observations/124912037	miscbr					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 29582m at the request of the observer			https://www.inaturalist.org/observations/124912037	124912037		miscbr																																							2009-07-26T11:28:00-03:00	11:28:00-03:00						2009/07/26 11:28																BR	Santa Catarina				Santa Catarina, BR												-28.70638065	-49.2265081284	EPSG:4326	29582																																		276378524				Enrico A. R. Tosto		2022-07-05T18:16:52Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3858284121				http://creativecommons.org/licenses/by-nc/4.0/	2023-07-08T08:30:57Z		https://www.inaturalist.org/observations/116339233	Danilo Pacheco Cordeiro					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/116339233	116339233		Danilo Pacheco Cordeiro						adult																																	2022-05-09T18:55:49-03:00	18:55:49-03:00						2022-05-09 18:55:49																BR	Espírito Santo				Eco, Santa Teresa - ES, 29650-000, Brasil												-19.9357766058	-40.599508211	EPSG:4326	17																																		258762082				Danilo Pacheco Cordeiro		2022-05-09T21:59:44Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3858253540				http://creativecommons.org/licenses/by-nc/4.0/	2023-07-07T23:25:27Z		https://www.inaturalist.org/observations/60611867	Danilo Pacheco Cordeiro					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/60611867	60611867		Danilo Pacheco Cordeiro						adult																																	2020-09-23T20:27:37-03:00	20:27:37-03:00						2020-09-23 8:27:37 PM GMT-03:00																BR	Espírito Santo				Eco, Santa Teresa - ES, 29650-000, Brasil												-19.9356867781	-40.5993472785	EPSG:4326	9																																		145861419				Felipi Andrade		2020-12-12T13:56:00Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3802597331				http://creativecommons.org/licenses/by-nc/4.0/	2022-05-28T09:22:44Z		https://www.inaturalist.org/observations/66178404	Oscar Enciso					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/66178404	66178404		Oscar Enciso																																							2020-12-05T21:28:27-05:00	21:28:27-05:00						2020-12-05 9:28:27 PM GMT-05:00																CO	Cundinamarca				Nocaima												5.0694569146	-74.3803049996	EPSG:4326	712																																		145033229				Oscar Enciso		2020-12-06T07:22:09Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3802510349				http://creativecommons.org/licenses/by-nc/4.0/	2022-05-28T09:15:33Z		https://www.inaturalist.org/observations/72817231	Josue Ramos Galdamez					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/72817231	72817231		Josue Ramos Galdamez																																							2014-09-21T15:55:00-06:00	15:55:00-06:00						2014/09/21 3:55 PM CST																HN	Santa Bárbara				San Francisco de Ojuera, Honduras												14.673085888	-88.1858993569	EPSG:4326	31																																		163120253				Josue Ramos Galdamez		2021-04-03T20:31:52Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3802442345				http://creativecommons.org/licenses/by-nc/4.0/	2022-05-28T09:22:36Z		https://www.inaturalist.org/observations/66550758	Oscar Enciso					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/66550758	66550758		Oscar Enciso																																							2020-12-13T19:22:32-05:00	19:22:32-05:00						2020-12-13 7:22:32 PM GMT-05:00																CO	Cundinamarca				Nocaima												5.0694569146	-74.3803049996	EPSG:4326	712																																		146092486				Oscar Enciso		2020-12-14T01:53:32Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3802410426				http://creativecommons.org/licenses/by-nc/4.0/	2022-05-28T09:21:58Z		https://www.inaturalist.org/observations/111477254	Thomaz Tozzi B. Raso					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/111477254	111477254		Thomaz Tozzi B. Raso																																							2022-04-14T17:08:43-03:00	17:08:43-03:00						2022-04-14 17:08:43-03:00																BR	São Paulo				Rua Rio Grande do Sul, Águas de Lindoia, SP, BR												-22.4731833333	-46.641555	EPSG:4326	12																																		249381566				Enrico A. R. Tosto		2022-04-15T01:40:37Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3802306403				http://creativecommons.org/licenses/by-nc/4.0/	2022-05-28T09:22:10Z		https://www.inaturalist.org/observations/106525998	Oscar Enciso					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/106525998	106525998		Oscar Enciso																																							2022-02-10T19:41:09-05:00	19:41:09-05:00						2022-02-10 19:41:09																CO	Cundinamarca				Nocaima												5.0694569146	-74.3803049996	EPSG:4326	712																																		236428689				Oscar Enciso		2022-02-11T01:49:17Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3772638465				http://creativecommons.org/licenses/by-nc/4.0/	2022-05-28T09:16:26Z		https://www.inaturalist.org/observations/100702552	Lester Fonseca					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/100702552	100702552		Lester Fonseca																								Tomoda en habitarte el bajo															2021-09-07T08:20:00Z	08:20:00Z						2021-09-07 08:20:00																NI	Managua				Habitarte - Reserva El Bajo												11.992029708	-86.3226817176	EPSG:4326	208																																		259059323				geralg		2022-05-10T20:55:22Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3760063364				http://creativecommons.org/licenses/by-nc/4.0/	2022-04-12T00:09:34Z		https://www.inaturalist.org/observations/110897652	David González					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/110897652	110897652		David González						larva																																	2022-04-04T19:08:54-11:00	19:08:54-11:00						2022-04-04 19:08:54																EC	Pastaza				Puyo												-1.4613742006	-77.982095629	EPSG:4326	530																																		248213173				Keith Wolfe		2022-04-11T02:40:40Z			https://www.flickr.com/photos/andreaskay/43995937754/	258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3759694011				http://creativecommons.org/licenses/by-nc/4.0/	2022-04-06T12:58:35Z		https://www.inaturalist.org/observations/110524839	Ricardo D. Moyano					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/110524839	110524839		Ricardo D. Moyano																																							2021-04-10T18:10:00-03:00	18:10:00-03:00						2021/04/10 6:10 PM -0300																AR	Misiones				Guaraní, Misiones, Argentina												-27.1998322192	-54.0164958342	EPSG:4326	15																																		246973968				Ricardo D. Moyano		2022-04-05T22:08:46Z				1287780								Dynastor darius ictericus								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							subspecies							
3759652012				http://creativecommons.org/licenses/by-nc/4.0/	2022-04-06T12:58:20Z		https://www.inaturalist.org/observations/110524838	Ricardo D. Moyano					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/110524838	110524838		Ricardo D. Moyano																																							2018-05-14T16:33:00-03:00	16:33:00-03:00						2018/05/14 4:33 PM -0300																AR	Misiones				Guaraní, Misiones, Argentina												-27.2004238475	-54.0159808501	EPSG:4326	15																																		246973965				Ricardo D. Moyano		2022-04-05T22:08:45Z				1287780								Dynastor darius ictericus								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							subspecies							
3759084837				http://creativecommons.org/licenses/by-nc/4.0/	2023-07-08T07:43:55Z		https://www.inaturalist.org/observations/108276626	Dana Piedrabuena					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/108276626	108276626		Dana Piedrabuena						adult																																	2022-01-30T14:10:00-03:00	14:10:00-03:00						2022/01/30 2:10 PM -0300																AR	Misiones				Ruta 101, N3364 Andresito, Misiones, Argentina												-25.8575599	-53.9757044	EPSG:4326	201																																		241414852				Aaron Soh		2022-03-10T07:45:47Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3747291953				http://creativecommons.org/licenses/by-nc/4.0/	2022-03-22T00:36:12Z		https://www.inaturalist.org/observations/109188681	Maria Isabel Weyermanns					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/109188681	109188681		Maria Isabel Weyermanns																								Reserva Aguas do Brilhante, Itajai, Santa Catarina, Brasil - foto de Maria Isabel Weyermanns.															2022-03-21							2022/03/21																BR	Santa Catarina				Reserva Águas do Brilhante,Itajaí,Santa Catarina,Brasil.												-27.049902	-48.80701	EPSG:4326																																			243653010				Maria Isabel Weyermanns		2022-03-22T00:29:42Z				1287780								Dynastor darius ictericus								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							subspecies							
3747212837				http://creativecommons.org/licenses/by-nc/4.0/	2022-03-22T00:17:09Z		https://www.inaturalist.org/observations/109187586	Maria Isabel Weyermanns					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/109187586	109187586		Maria Isabel Weyermanns																								Reserva Aguas do Brilhante, Itajai, Santa Catarina, Brasil - foto de Maria Isabel Weyermanns.															2022-03-21							2022/03/21																BR	Santa Catarina				Reserva Águas do Brilhante,Itajaí,Santa Catarina,Brasil.												-27.049889	-48.807007	EPSG:4326																																			243650306				Maria Isabel Weyermanns		2022-03-22T00:13:30Z				1287780								Dynastor darius ictericus								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							subspecies							
3746973112				http://creativecommons.org/licenses/by-nc/4.0/	2022-03-22T00:36:26Z		https://www.inaturalist.org/observations/109188290	Maria Isabel Weyermanns					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/109188290	109188290		Maria Isabel Weyermanns																								Reserva Aguas do Brilhante, Itajai, Santa Catarina, Brasil - foto de Maria Isabel Weyermanns.															2022-03-21							2022/03/21																BR	Santa Catarina				Reserva Águas do Brilhante,Itajaí,Santa Catarina,Brasil.												-27.049901	-48.807006	EPSG:4326	7																																		243652061				Maria Isabel Weyermanns		2022-03-22T00:25:05Z				1287780								Dynastor darius ictericus								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							subspecies							
3743018466				http://creativecommons.org/licenses/by-nc/4.0/	2022-03-20T00:17:15Z		https://www.inaturalist.org/observations/108323592	Miguel Angelo Biz					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/108323592	108323592		Miguel Angelo Biz																																							2022-03-10T12:21:00-03:00	12:21:00-03:00						2022/03/10 12:21 PM -0300																BR	Santa Catarina				Centro, Laurentino - SC, 89170-000, Brasil												-27.224512763	-49.7332906723	EPSG:4326	31																																		241853549				Felipi Andrade		2022-03-12T21:37:28Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3712462482				http://creativecommons.org/licenses/by-nc/4.0/	2023-05-08T08:08:13Z		https://www.inaturalist.org/observations/104314945	D.F.Silva					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/104314945	104314945		D.F.Silva																																							2021-12-16T16:42:00-10:00	16:42:00-10:00						2021/12/16 4:42 PM HST																BR	Mato Grosso				Alta Floresta - MT, 78580-000, Brasil												-9.5973264709	-55.9303053977	EPSG:4326	4																																		239933650				Felipi Andrade		2022-03-02T10:45:41Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3466262335				http://creativecommons.org/publicdomain/zero/1.0/	2022-01-25T03:16:22Z		https://www.inaturalist.org/observations/105499152	Carolina Griggs					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/105499152	105499152		Carolina Griggs																																							2022-01-22T15:39:55-03:00	15:39:55-03:00						Sat Jan 22 2022 15:39:55 GMT-0300 (GMT-3)																BR	Santa Catarina				Ilha de Santa Catarina, Florianópolis, SC, BR												-27.60525	-48.5133133333	EPSG:4326	4																																		233372295				Canal 'Natureza de Floripa' (Biólogo Chitão)		2022-01-24T23:16:49Z			Última estágio de lagarta de Dynastor darius muito provavelmente. Ou então outra espécie extremamente parecida com ela que pertença a mesma subfamília Brassolinae, grupo de borboletas com muitas espécies grandes.	258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3466035311				http://creativecommons.org/licenses/by-nc/4.0/	2022-05-28T09:00:17Z		https://www.inaturalist.org/observations/10247037	Robin Gwen Agarwal					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/10247037	10247037		Robin Gwen Agarwal						pupa																		"Large - about 2"" long (and empty) on palm frond"															2018-02-25T12:23:00-08:00	12:23:00-08:00						2018/02/25 12:23 PM PST																MX	Campeche				Calakmul Municipality, Campeche, Mexico												18.4031194444	-89.4870111111	EPSG:4326																																			232842566				elpatitojuan		2022-01-22T03:45:21Z			@hugoalvarezg ¡Mira esto!	312414								Dynastor darius stygianus								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							subspecies							
3456904201				http://creativecommons.org/licenses/by-nc/4.0/	2021-12-02T15:04:08Z		https://www.inaturalist.org/observations/102350757	rick_costa					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/102350757	102350757		rick_costa																																							2016-01-17T08:20:00-10:00	08:20:00-10:00						2016/01/17 8:20 AM HST																BR	São Paulo				Sítio Barrocada, São Paulo - SP, Brasil												-23.4079048869	-46.5956226349	EPSG:4326	1991																																		224026821				rick_costa		2021-12-02T12:35:45Z				1056863								Dynastor darius darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							subspecies							
3415771101				http://creativecommons.org/licenses/by-nc/4.0/	2021-11-09T21:39:30Z		https://www.inaturalist.org/observations/100143567	Leandro R Duarte					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/100143567	100143567		Leandro R Duarte						larva																																	2021-11-03T09:10:52-03:00	09:10:52-03:00						2021-11-03 09:10:52																BR	Santa Catarina				Cangueri Quadro, Imaruí - SC, 88770-000, Brasil												-28.2811792889	-48.7809512111	EPSG:4326																																			218325534				Leandro R Duarte		2021-11-03T13:35:40Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3408224059				http://creativecommons.org/licenses/by-nc/4.0/	2021-11-04T14:41:02Z		https://www.inaturalist.org/observations/100031562	nena_bergallo					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/100031562	100031562		nena_bergallo																																							2021-10-30T16:43:04-03:00	16:43:04-03:00						2021-10-30 16:43:04																BR	Rio de Janeiro				Recreio dos Bandeirantes, Rio de Janeiro - RJ, Brasil												-23.0291099444	-43.4977721944	EPSG:4326																																			218412328				Aaron Soh		2021-11-03T21:29:37Z			cf: http://butterfliesofamerica.com/L/t/Dynastor_darius_a.htm	258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3399408205				http://creativecommons.org/licenses/by-nc/4.0/	2021-10-26T02:21:03Z		https://www.inaturalist.org/observations/99416273	Cynthia Tercero					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/99416273	99416273		Cynthia Tercero																																							2021-10-25T18:58:50-06:00	18:58:50-06:00						2021-10-25 18:58:50																NI	Masaya				Los Ranchitos, Nicaragua												12.0215457344	-86.1672711745	EPSG:4326	692																																		216494170				Cynthia Tercero		2021-10-26T02:20:20Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
3391677299				http://creativecommons.org/licenses/by-nc/4.0/	2021-10-18T13:25:25Z		https://www.inaturalist.org/observations/98247007	William Costa Rodrigues					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/98247007	98247007		William Costa Rodrigues	https://orcid.org/0000-0001-6607-9354					larva																																	2016-08-05T20:09:00-03:00	20:09:00-03:00						2016/08/05 8:09 PM -0300																BR	Rio de Janeiro				Vassouras, RJ - Centro, Vassouras - RJ, 27700-000, Brasil												-22.4074974851	-43.6611854285	EPSG:4326	4901																																		214574420				Leandro R Duarte		2021-10-17T21:13:39Z				258032								Dynastor darius								Animalia	Arthropoda	Insecta	Lepidoptera		Nymphalidae				Dynastor							species							
