gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4076118466	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/264386134/original.jpeg	https://www.inaturalist.org/photos/264386134					2023-04-01T21:21:36Z	borala		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	borala
4076047771	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/180293262/original.jpeg	https://www.inaturalist.org/photos/180293262					2021-08-30T22:46:52Z	vinicius_s_domingues		iNaturalist	http://creativecommons.org/licenses/by/4.0/	vinicius_s_domingues
4067365749	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/260797905/original.jpg	https://www.inaturalist.org/photos/260797905					2023-02-24T14:18:18Z	Junior França		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Junior França
4063039171	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/260418421/original.jpeg	https://www.inaturalist.org/photos/260418421					2023-03-11T18:19:35Z	edvandroabreuribeiro		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	edvandroabreuribeiro
4062743745	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/259825996/original.jpeg	https://www.inaturalist.org/photos/259825996					2023-02-25T17:12:38Z	JULIO CESAR GONZALEZ FILIPINO		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	JULIO CESAR GONZALEZ FILIPINO
4062586768	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/259825976/original.jpeg	https://www.inaturalist.org/photos/259825976					2023-02-25T17:10:52Z	JULIO CESAR GONZALEZ FILIPINO		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	JULIO CESAR GONZALEZ FILIPINO
4046568174	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/258033301/original.jpeg	https://www.inaturalist.org/photos/258033301					2023-02-25T17:12:12Z	faustomorais		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	faustomorais
4046464332	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/258298580/original.jpeg	https://www.inaturalist.org/photos/258298580					2022-12-18T19:29:24Z	Maike Reis		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Maike Reis
4046270330	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/258557861/original.jpeg	https://www.inaturalist.org/photos/258557861					2023-01-02T16:45:00Z	Maike Reis		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Maike Reis
4046270330	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/258557818/original.jpeg	https://www.inaturalist.org/photos/258557818					2023-01-02T16:45:00Z	Maike Reis		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Maike Reis
